MovieID,Title,Genre,ReleaseYear,Director,Rating,Duration,Country
49,Frozen (49),Crime,2005,Quentin Tarantino,7.6,198,Mexico
50,The Social Network (50),Sci-Fi,2015,Guillermo del Toro,7.2,104,Germany
51,Memento (51),Thriller,2023,Anthony Russo,9.0,98,UK
52,Avatar (52),Fantasy,2000,Guillermo del Toro,8.9,155,UK
53,The Lion King (53),Romance,2010,James Cameron,9.0,195,South Korea
54,Avatar (54),Animation,1983,Quentin Tarantino,7.2,127,Italy
55,Parasite (55),Romance,2004,Ridley Scott,9.2,162,USA
56,Casino (56),Action,2015,Ridley Scott,6.7,175,South Korea
57,Fight Club (57),Sci-Fi,1980,Guillermo del Toro,8.5,174,Germany
58,WALL-E (58),Sci-Fi,1985,Makoto Shinkai,9.2,137,USA
59,Inside Out (59),Drama,2001,Steven Spielberg,7.6,172,USA
60,Gladiator (60),Sci-Fi,2000,Francis Ford Coppola,6.9,140,USA
61,Oldboy (61),Crime,1994,Quentin Tarantino,7.7,135,France
62,The Matrix (62),Action,1996,Ridley Scott,8.9,178,Italy
63,Up (63),Thriller,1981,Alfonso Cuaron,9.3,154,UK
64,Your Name (64),Action,1972,David Fincher,7.3,134,UK
65,Kill Bill: Vol. 1 (65),Fantasy,2000,Makoto Shinkai,7.0,150,France
66,Frozen (66),Thriller,2002,Christopher Nolan,9.2,183,Japan
67,The Lion King (67),Action,2019,Bong Joon-ho,8.0,120,Italy
68,Se7en (68),Action,1989,James Cameron,7.7,187,UK
69,Amelie (69),Crime,1970,Hayao Miyazaki,7.1,91,Japan
70,Pulp Fiction (70),Drama,2015,Christopher Nolan,8.6,182,UK
71,The Godfather Part II (71),Sci-Fi,1976,Christopher Nolan,8.2,118,USA
72,Your Name (72),Thriller,1989,Makoto Shinkai,8.5,90,UK
73,Life Is Beautiful (73),Crime,1989,Ridley Scott,7.0,167,USA
74,The Silence of the Lambs (74),Drama,2011,Francis Ford Coppola,9.3,152,South Korea
75,The Irishman (75),Drama,1977,Pixar Team,7.8,149,Italy
76,"Monsters, Inc. (76)",Fantasy,1986,Anthony Russo,8.3,189,UK
77,Interstellar (77),Drama,1993,Makoto Shinkai,6.6,192,Japan
78,Coco (78),Sci-Fi,1974,Steven Spielberg,9.5,132,Japan
79,Django Unchained (79),Fantasy,1979,Guillermo del Toro,8.1,125,Mexico
80,The Godfather Part II (80),Animation,1981,Quentin Tarantino,6.7,113,Mexico
81,Casino (81),Animation,1995,James Cameron,8.0,185,Mexico
82,The Silence of the Lambs (82),Action,1970,Anthony Russo,9.0,148,South Korea
83,Pulp Fiction (83),Drama,1973,Martin Scorsese,6.6,171,Japan
84,Inside Out (84),Fantasy,1989,Martin Scorsese,8.9,150,Mexico
85,Life Is Beautiful (85),Fantasy,2014,Guillermo del Toro,8.6,102,France
86,The Departed (86),Drama,1975,Makoto Shinkai,7.9,108,Mexico
87,The Irishman (87),Crime,1971,David Fincher,9.3,176,Mexico
88,Inception (88),Romance,1981,Francis Ford Coppola,9.4,158,Japan
89,Pulp Fiction (89),Thriller,2005,Francis Ford Coppola,6.6,172,Italy
90,Your Name (90),Drama,1992,Quentin Tarantino,7.8,127,Italy
91,The Silence of the Lambs (91),Action,2018,Martin Scorsese,6.7,149,Mexico
92,Oppenheimer (92),Thriller,2012,Francis Ford Coppola,9.4,143,UK
93,Finding Nemo (93),Fantasy,2020,Alfonso Cuaron,7.5,199,UK
94,Kill Bill: Vol. 1 (94),Romance,2010,Alfonso Cuaron,9.4,179,France
95,Coco (95),Animation,2000,Bong Joon-ho,6.8,188,France
96,Coco (96),Drama,1988,Anthony Russo,8.4,145,South Korea
97,Frozen (97),Drama,1981,Quentin Tarantino,9.0,162,UK
98,The Dark Knight (98),Thriller,1984,Alfonso Cuaron,6.9,107,Italy
99,Pan's Labyrinth (99),Crime,2006,Ridley Scott,7.0,92,Germany
100,The Prestige (100),Drama,1998,Christopher Nolan,7.4,196,Germany
101,The Prestige (101),Thriller,2018,Guillermo del Toro,7.0,156,UK
102,Fight Club (102),Animation,2016,Anthony Russo,8.4,112,Germany
103,Django Unchained (103),Thriller,1973,Christopher Nolan,7.4,128,France
104,Heat (104),Drama,2018,Makoto Shinkai,6.8,123,Japan
105,Pulp Fiction (105),Action,1996,Makoto Shinkai,6.8,153,UK
106,Frozen (106),Action,1998,Francis Ford Coppola,9.3,145,Japan
107,Cinema Paradiso (107),Fantasy,1994,Bong Joon-ho,6.6,92,Italy
108,Ratatouille (108),Drama,1998,Quentin Tarantino,6.8,99,France
109,Avatar (109),Romance,1971,Hayao Miyazaki,9.3,156,UK
110,The Shawshank Redemption (110),Action,1971,Alfonso Cuaron,9.2,129,Germany
111,The Matrix (111),Drama,1993,Alfonso Cuaron,7.7,149,USA
112,The Social Network (112),Romance,1999,Makoto Shinkai,7.1,188,Japan
113,Kill Bill: Vol. 1 (113),Crime,1974,Makoto Shinkai,7.6,141,USA
114,Your Name (114),Action,2016,Francis Ford Coppola,9.1,145,UK
115,Oppenheimer (115),Crime,1997,Bong Joon-ho,7.9,140,Japan
116,Avengers: Endgame (116),Action,2005,Ridley Scott,8.2,102,Japan
117,Coco (117),Thriller,1985,Guillermo del Toro,8.4,106,France
118,Avatar (118),Animation,2004,Steven Spielberg,8.9,113,UK
119,WALL-E (119),Romance,1981,Martin Scorsese,9.5,134,USA
120,The Silence of the Lambs (120),Thriller,1976,David Fincher,7.9,92,UK
121,Titanic (121),Crime,1988,James Cameron,8.7,100,Italy
122,Se7en (122),Sci-Fi,1971,Makoto Shinkai,6.7,191,Japan
123,Avatar (123),Drama,2005,Guillermo del Toro,7.9,97,UK
124,Children of Men (124),Animation,1998,Martin Scorsese,9.1,186,Mexico
125,Avengers: Endgame (125),Sci-Fi,2010,Anthony Russo,8.0,184,Japan
126,The Godfather (126),Drama,1999,Makoto Shinkai,7.3,159,Mexico
127,Finding Nemo (127),Sci-Fi,1978,Makoto Shinkai,7.2,182,France
128,Inception (128),Thriller,1975,James Cameron,9.2,200,Mexico
129,Frozen (129),Thriller,2014,Makoto Shinkai,8.8,139,South Korea
130,Your Name (130),Thriller,2016,Makoto Shinkai,7.8,156,South Korea
131,Inside Out (131),Romance,1978,Hayao Miyazaki,9.2,130,UK
132,Spirited Away (132),Romance,2014,Martin Scorsese,7.6,127,UK
133,Spirited Away (133),Drama,2007,James Cameron,7.7,121,USA
134,Fight Club (134),Animation,1974,David Fincher,8.3,197,Germany
135,Pan's Labyrinth (135),Sci-Fi,1973,Hayao Miyazaki,8.7,140,Japan
136,Avatar (136),Animation,1976,Makoto Shinkai,8.1,147,South Korea
137,Cinema Paradiso (137),Animation,1976,Steven Spielberg,8.0,100,Japan
138,The Godfather (138),Sci-Fi,1982,Ridley Scott,7.2,192,Mexico
139,The Silence of the Lambs (139),Thriller,2022,Christopher Nolan,8.3,155,Japan
140,Toy Story (140),Action,1998,Bong Joon-ho,7.3,151,France
141,The Hateful Eight (141),Drama,2010,James Cameron,6.9,174,Italy
142,The Dark Knight (142),Drama,2019,Bong Joon-ho,8.8,116,Japan
143,WALL-E (143),Romance,2015,Bong Joon-ho,8.2,184,France
144,Pulp Fiction (144),Action,2017,Alfonso Cuaron,7.0,135,South Korea
145,Inception (145),Sci-Fi,2000,Pixar Team,7.7,93,South Korea
146,The Silence of the Lambs (146),Sci-Fi,1981,Alfonso Cuaron,8.0,149,UK
147,The Irishman (147),Thriller,1973,Steven Spielberg,6.9,116,USA
148,WALL-E (148),Crime,1972,Makoto Shinkai,7.7,141,Mexico
149,The Matrix (149),Thriller,2012,Quentin Tarantino,8.2,185,Italy
150,Goodfellas (150),Action,2011,Hayao Miyazaki,6.9,91,Germany
151,Children of Men (151),Animation,1971,Pixar Team,6.5,104,Italy
152,"Monsters, Inc. (152)",Sci-Fi,2017,Bong Joon-ho,8.1,180,South Korea
153,Ratatouille (153),Drama,2007,Quentin Tarantino,6.7,157,South Korea
154,The Dark Knight (154),Romance,1990,Anthony Russo,8.5,142,Japan
155,Django Unchained (155),Crime,2012,Makoto Shinkai,9.2,102,Mexico
156,Kill Bill: Vol. 1 (156),Animation,2023,Hayao Miyazaki,7.0,174,Mexico
157,Kill Bill: Vol. 1 (157),Fantasy,2016,Martin Scorsese,7.7,175,Germany
158,Pan's Labyrinth (158),Romance,1992,Guillermo del Toro,7.2,122,USA
159,The Dark Knight (159),Thriller,2021,Guillermo del Toro,6.9,108,UK
160,The Silence of the Lambs (160),Thriller,1972,Hayao Miyazaki,6.7,156,Germany
161,The Shawshank Redemption (161),Sci-Fi,2013,Makoto Shinkai,9.2,140,Germany
162,Amelie (162),Thriller,2002,Bong Joon-ho,8.8,151,France
163,Frozen (163),Animation,2013,Francis Ford Coppola,7.4,169,USA
164,Roma (164),Animation,2016,Alfonso Cuaron,6.7,118,Japan
165,Casino (165),Animation,2005,Francis Ford Coppola,8.6,163,Germany
166,The Prestige (166),Sci-Fi,1972,Ridley Scott,8.5,196,Mexico
167,Inside Out (167),Romance,1973,David Fincher,8.6,120,USA
168,Oppenheimer (168),Animation,1977,Ridley Scott,6.7,197,Germany
169,Kill Bill: Vol. 1 (169),Thriller,1999,Pixar Team,7.3,186,France
170,Se7en (170),Drama,2003,Guillermo del Toro,6.9,169,UK
171,Roma (171),Crime,2000,Pixar Team,8.3,105,Germany
172,Frozen (172),Thriller,2019,Pixar Team,8.1,116,Japan
173,Tenet (173),Fantasy,1994,Quentin Tarantino,7.3,176,South Korea
174,The Dark Knight (174),Romance,1995,Martin Scorsese,6.8,98,South Korea
175,Roma (175),Crime,1973,Ridley Scott,9.4,160,Italy
176,Se7en (176),Sci-Fi,1989,Makoto Shinkai,7.3,197,Germany
177,Coco (177),Romance,2016,Christopher Nolan,8.3,98,Mexico
178,The Dark Knight (178),Action,2015,Bong Joon-ho,9.4,113,South Korea
179,The Hateful Eight (179),Thriller,1991,James Cameron,7.7,95,South Korea
180,The Godfather Part II (180),Drama,1989,Hayao Miyazaki,8.3,136,UK
181,Avengers: Endgame (181),Crime,1980,Makoto Shinkai,8.7,158,Mexico
182,Gladiator (182),Romance,1984,Pixar Team,7.7,104,UK
183,Life Is Beautiful (183),Sci-Fi,1982,Bong Joon-ho,6.8,176,Germany
184,Inside Out (184),Romance,1991,Guillermo del Toro,6.6,179,Mexico
185,Pan's Labyrinth (185),Action,1973,Alfonso Cuaron,8.6,133,Germany
186,"Monsters, Inc. (186)",Romance,1997,Steven Spielberg,8.5,177,Mexico
187,Gladiator (187),Crime,2005,Ridley Scott,9.4,98,France
188,Casino (188),Romance,1989,James Cameron,6.8,198,France
189,Life Is Beautiful (189),Animation,1999,Pixar Team,7.9,169,Mexico
190,Ratatouille (190),Thriller,1982,Pixar Team,7.0,99,Mexico
191,The Dark Knight (191),Action,2016,Hayao Miyazaki,7.1,180,South Korea
192,Cinema Paradiso (192),Action,2022,James Cameron,7.8,174,South Korea
193,Pan's Labyrinth (193),Action,2010,Anthony Russo,7.6,115,UK
194,The Silence of the Lambs (194),Animation,1976,Hayao Miyazaki,7.2,172,Japan
195,Gravity (195),Romance,1979,Francis Ford Coppola,7.0,145,Mexico
196,Casino (196),Animation,1972,Quentin Tarantino,7.4,132,France
197,Gravity (197),Drama,1998,Christopher Nolan,7.6,117,Germany
198,Oppenheimer (198),Fantasy,1985,Guillermo del Toro,8.2,130,Germany
199,WALL-E (199),Crime,1994,Alfonso Cuaron,9.2,119,USA
200,Oldboy (200),Fantasy,2004,Hayao Miyazaki,8.2,195,Mexico
201,Amelie (201),Action,2021,Guillermo del Toro,8.4,198,USA
202,Up (202),Action,2007,David Fincher,7.1,96,UK
203,The Social Network (203),Animation,1984,Bong Joon-ho,9.5,165,USA
204,Se7en (204),Action,1982,Steven Spielberg,8.4,153,Mexico
205,Kill Bill: Vol. 1 (205),Animation,1988,Bong Joon-ho,8.2,111,South Korea
206,Inception (206),Action,1979,Hayao Miyazaki,8.3,126,Japan
207,Pulp Fiction (207),Sci-Fi,2009,Makoto Shinkai,8.9,148,Italy
208,Frozen (208),Sci-Fi,1980,David Fincher,9.2,159,South Korea
209,The Godfather Part II (209),Drama,2012,Steven Spielberg,7.0,102,South Korea
210,Kill Bill: Vol. 1 (210),Crime,1999,Guillermo del Toro,8.2,143,Germany
211,Memento (211),Thriller,2010,Christopher Nolan,6.7,176,France
212,Goodfellas (212),Fantasy,2016,Alfonso Cuaron,6.8,116,Japan
213,Amelie (213),Action,1981,Guillermo del Toro,8.9,130,UK
214,Parasite (214),Fantasy,1982,Pixar Team,7.0,96,UK
215,Oldboy (215),Romance,1979,Makoto Shinkai,7.7,172,Mexico
216,The Prestige (216),Action,1974,Quentin Tarantino,9.2,109,France
217,The Hateful Eight (217),Crime,1973,James Cameron,7.2,122,France
218,The Prestige (218),Fantasy,1974,Steven Spielberg,7.1,123,France
219,Your Name (219),Animation,1976,Bong Joon-ho,8.7,110,France
220,Parasite (220),Drama,2006,Steven Spielberg,7.4,189,Japan
221,Roma (221),Thriller,1981,Steven Spielberg,8.2,163,France
222,Life Is Beautiful (222),Fantasy,2002,David Fincher,7.0,159,South Korea
223,Inside Out (223),Thriller,2022,Guillermo del Toro,7.8,153,Italy
224,Up (224),Crime,1987,Christopher Nolan,8.4,96,UK
225,Pulp Fiction (225),Animation,1986,Guillermo del Toro,7.9,166,USA
226,Memento (226),Action,2017,Bong Joon-ho,6.6,143,Mexico
227,Finding Nemo (227),Action,1998,Hayao Miyazaki,7.5,127,South Korea
228,The Hateful Eight (228),Action,1994,Bong Joon-ho,7.9,96,France
229,Toy Story (229),Crime,2022,Ridley Scott,8.6,118,Italy
230,The Dark Knight (230),Sci-Fi,2014,Francis Ford Coppola,8.2,122,France
231,Gravity (231),Drama,1978,Alfonso Cuaron,8.4,184,UK
232,Parasite (232),Action,1989,Guillermo del Toro,8.8,98,France
233,The Godfather Part II (233),Sci-Fi,1975,Steven Spielberg,7.6,159,USA
234,Goodfellas (234),Romance,1997,Quentin Tarantino,9.5,97,UK
235,Gravity (235),Crime,1992,Hayao Miyazaki,9.1,165,South Korea
236,Frozen (236),Drama,2016,Pixar Team,6.8,90,Mexico
237,Ratatouille (237),Drama,2022,James Cameron,8.1,188,USA
238,Cinema Paradiso (238),Fantasy,1976,Christopher Nolan,8.5,109,USA
239,The Godfather Part II (239),Romance,1998,Ridley Scott,8.5,116,France
240,Parasite (240),Romance,2020,Martin Scorsese,8.1,182,Mexico
241,Frozen (241),Drama,1973,Steven Spielberg,8.7,104,France
242,Children of Men (242),Action,1996,Alfonso Cuaron,8.6,191,France
243,The Irishman (243),Action,1988,Guillermo del Toro,6.6,132,Italy
244,Oldboy (244),Animation,2019,Guillermo del Toro,7.4,163,Germany
245,Inside Out (245),Sci-Fi,2003,Christopher Nolan,8.1,105,USA
246,Gladiator (246),Sci-Fi,1981,Francis Ford Coppola,7.3,112,USA
247,Oldboy (247),Crime,2022,Christopher Nolan,6.6,171,Italy
248,The Lion King (248),Action,1982,James Cameron,8.2,155,Mexico
249,The Hateful Eight (249),Sci-Fi,1982,Hayao Miyazaki,8.2,159,Germany
250,Goodfellas (250),Action,1983,Steven Spielberg,8.8,126,South Korea
251,Cinema Paradiso (251),Romance,1994,Ridley Scott,9.5,188,South Korea
252,Children of Men (252),Animation,2010,Anthony Russo,9.1,116,France
253,WALL-E (253),Animation,2003,Steven Spielberg,9.3,104,Japan
254,Fight Club (254),Animation,2014,Bong Joon-ho,7.1,108,UK
255,Frozen (255),Thriller,1979,Martin Scorsese,7.7,184,South Korea
256,Se7en (256),Thriller,1985,Hayao Miyazaki,7.6,156,South Korea
257,The Departed (257),Fantasy,1988,David Fincher,8.9,141,UK
258,Gladiator (258),Action,1970,Christopher Nolan,6.8,192,Germany
259,Inception (259),Thriller,1978,Christopher Nolan,7.7,91,Italy
260,Kill Bill: Vol. 1 (260),Action,1997,Alfonso Cuaron,8.2,150,Italy
261,The Lion King (261),Animation,1977,Quentin Tarantino,8.9,176,UK
262,Casino (262),Romance,2000,Alfonso Cuaron,8.9,147,Mexico
263,The Hateful Eight (263),Fantasy,1993,Anthony Russo,9.0,95,USA
264,Pan's Labyrinth (264),Sci-Fi,1975,Anthony Russo,7.3,127,Italy
265,Roma (265),Drama,2008,Steven Spielberg,8.7,163,France
266,Toy Story (266),Crime,1993,Bong Joon-ho,7.5,140,Japan
267,Coco (267),Fantasy,2017,Hayao Miyazaki,8.7,167,UK
268,The Lion King (268),Animation,1987,Bong Joon-ho,8.0,122,Mexico
269,The Silence of the Lambs (269),Action,2014,Anthony Russo,9.1,156,Germany
270,The Shawshank Redemption (270),Romance,1997,Christopher Nolan,9.2,93,France
271,Oldboy (271),Fantasy,1996,David Fincher,9.2,105,Japan
272,Tenet (272),Fantasy,2014,Quentin Tarantino,8.6,91,France
273,Oldboy (273),Action,1973,Steven Spielberg,8.4,92,Germany
274,The Irishman (274),Fantasy,1994,Francis Ford Coppola,9.5,167,South Korea
275,Goodfellas (275),Sci-Fi,1992,Hayao Miyazaki,8.4,182,Germany
276,Roma (276),Sci-Fi,2006,Christopher Nolan,6.5,145,South Korea
277,Inside Out (277),Action,2011,Bong Joon-ho,6.8,181,Mexico
278,The Social Network (278),Drama,1986,Guillermo del Toro,9.3,151,South Korea
279,Inside Out (279),Fantasy,1999,Christopher Nolan,8.5,156,Germany
280,The Godfather Part II (280),Drama,2005,Alfonso Cuaron,7.2,111,France
281,Finding Nemo (281),Animation,1981,Francis Ford Coppola,7.4,131,USA
282,Oldboy (282),Drama,1982,Bong Joon-ho,7.0,182,UK
283,Kill Bill: Vol. 1 (283),Animation,1980,Steven Spielberg,6.6,99,Japan
284,Django Unchained (284),Animation,2000,Bong Joon-ho,8.9,134,Mexico
285,Memento (285),Fantasy,1973,Makoto Shinkai,7.9,114,Germany
286,Inside Out (286),Drama,2012,Christopher Nolan,8.3,187,UK
287,Interstellar (287),Romance,2019,Pixar Team,6.6,90,Mexico
288,The Shawshank Redemption (288),Romance,2012,Quentin Tarantino,6.7,180,Mexico
289,Up (289),Fantasy,1976,Steven Spielberg,7.6,159,Germany
290,Gravity (290),Animation,2010,Guillermo del Toro,6.9,154,Germany
291,The Godfather Part II (291),Sci-Fi,2011,Pixar Team,8.9,118,South Korea
292,Coco (292),Action,2021,James Cameron,9.4,188,Italy
293,The Silence of the Lambs (293),Animation,1990,Bong Joon-ho,7.2,151,USA
294,The Social Network (294),Romance,1987,Steven Spielberg,9.5,146,Italy
295,The Godfather Part II (295),Animation,2010,Anthony Russo,9.4,181,France
296,Parasite (296),Thriller,2015,Bong Joon-ho,7.3,133,USA
297,The Hateful Eight (297),Thriller,1981,Hayao Miyazaki,7.6,109,Germany
298,Titanic (298),Thriller,1971,Bong Joon-ho,6.5,97,Italy
299,Inception (299),Romance,2003,Bong Joon-ho,6.7,170,France
300,Pan's Labyrinth (300),Thriller,2021,Hayao Miyazaki,7.9,187,Mexico
301,Your Name (301),Crime,2023,Ridley Scott,8.7,123,Mexico
302,Ratatouille (302),Sci-Fi,1977,Pixar Team,7.8,152,UK
303,Up (303),Thriller,2005,Christopher Nolan,7.5,195,Japan
304,Finding Nemo (304),Action,1988,Quentin Tarantino,7.6,180,USA
305,Casino (305),Crime,1977,Francis Ford Coppola,8.8,124,South Korea
306,Tenet (306),Romance,1973,Makoto Shinkai,8.4,106,France
307,Toy Story (307),Fantasy,2019,James Cameron,8.3,143,South Korea
308,The Matrix (308),Sci-Fi,1990,Hayao Miyazaki,9.1,106,South Korea
309,Kill Bill: Vol. 1 (309),Animation,1975,Pixar Team,6.8,175,Mexico
310,Oldboy (310),Animation,1981,Pixar Team,8.8,120,UK
311,The Shawshank Redemption (311),Animation,1978,Pixar Team,7.9,176,Italy
312,Ratatouille (312),Fantasy,1977,Ridley Scott,7.9,171,Germany
313,The Shawshank Redemption (313),Action,2006,James Cameron,8.4,108,USA
314,"Monsters, Inc. (314)",Thriller,2000,Steven Spielberg,6.7,126,USA
315,Django Unchained (315),Sci-Fi,1994,Makoto Shinkai,8.2,165,Germany
316,Up (316),Action,1974,Steven Spielberg,7.2,131,South Korea
317,Kill Bill: Vol. 1 (317),Drama,2014,Guillermo del Toro,8.5,149,South Korea
318,Gravity (318),Romance,2005,David Fincher,7.9,156,Mexico
319,Finding Nemo (319),Thriller,1975,Francis Ford Coppola,9.0,178,Germany
320,Amelie (320),Action,1998,David Fincher,9.1,132,Italy
321,"Monsters, Inc. (321)",Sci-Fi,1992,Martin Scorsese,9.5,96,UK
322,Finding Nemo (322),Crime,1973,Quentin Tarantino,6.6,183,UK
323,Oppenheimer (323),Fantasy,1986,Guillermo del Toro,8.8,143,Japan
324,Oldboy (324),Action,1974,Francis Ford Coppola,9.1,92,Germany
325,Avengers: Endgame (325),Sci-Fi,1980,Guillermo del Toro,7.1,196,Italy
326,Interstellar (326),Drama,1972,Pixar Team,8.3,157,France
327,Gravity (327),Drama,2005,Hayao Miyazaki,8.0,117,Germany
328,Children of Men (328),Romance,2004,Makoto Shinkai,8.8,158,Italy
329,Children of Men (329),Romance,1976,Makoto Shinkai,8.8,155,South Korea
330,Fight Club (330),Crime,2015,Christopher Nolan,8.2,184,USA
331,Tenet (331),Romance,2016,David Fincher,9.1,112,South Korea
332,The Dark Knight (332),Sci-Fi,1997,David Fincher,6.6,168,Japan
333,The Irishman (333),Animation,2018,Steven Spielberg,8.4,185,Germany
334,Life Is Beautiful (334),Thriller,1980,Makoto Shinkai,8.4,168,Germany
335,Children of Men (335),Drama,2006,Christopher Nolan,7.6,168,France
336,The Matrix (336),Animation,1992,Alfonso Cuaron,7.0,197,Japan
337,The Hateful Eight (337),Drama,1998,Steven Spielberg,9.4,116,Mexico
338,Ratatouille (338),Romance,2010,Martin Scorsese,6.5,134,Italy
339,The Lion King (339),Drama,1983,Quentin Tarantino,8.1,175,Italy
340,Titanic (340),Thriller,1995,Makoto Shinkai,9.2,118,USA
341,Cinema Paradiso (341),Drama,1986,Ridley Scott,8.7,148,France
342,Fight Club (342),Romance,1976,Bong Joon-ho,7.9,162,Mexico
343,Goodfellas (343),Sci-Fi,2004,Quentin Tarantino,7.7,134,France
344,Life Is Beautiful (344),Sci-Fi,1991,Martin Scorsese,7.1,200,Japan
345,Django Unchained (345),Romance,1971,Martin Scorsese,7.7,90,Italy
346,Up (346),Fantasy,2010,Pixar Team,8.0,165,Mexico
347,Cinema Paradiso (347),Animation,2011,Quentin Tarantino,6.6,90,Japan
348,Your Name (348),Crime,1989,Steven Spielberg,7.7,191,South Korea
349,The Matrix (349),Action,2018,Quentin Tarantino,8.7,123,Mexico
350,The Silence of the Lambs (350),Romance,2019,Steven Spielberg,6.7,166,Germany
351,Interstellar (351),Action,2005,Makoto Shinkai,9.1,166,UK
352,The Hateful Eight (352),Romance,1981,Ridley Scott,8.4,148,Germany
353,Oldboy (353),Drama,1984,Quentin Tarantino,6.9,94,South Korea
354,Ratatouille (354),Drama,1971,Bong Joon-ho,6.9,187,UK
355,Tenet (355),Romance,1989,Steven Spielberg,9.0,95,Mexico
356,The Lion King (356),Crime,2023,Francis Ford Coppola,6.8,126,South Korea
357,Life Is Beautiful (357),Romance,2011,Christopher Nolan,9.3,119,USA
358,Frozen (358),Crime,1985,Guillermo del Toro,8.6,132,Japan
359,Children of Men (359),Action,1990,Hayao Miyazaki,7.0,119,UK
360,Fight Club (360),Romance,1985,Quentin Tarantino,6.8,193,South Korea
361,Titanic (361),Thriller,2002,Quentin Tarantino,8.4,135,Germany
362,The Hateful Eight (362),Sci-Fi,1993,Anthony Russo,7.1,162,USA
363,Django Unchained (363),Crime,1987,Martin Scorsese,7.8,97,Japan
364,The Godfather (364),Crime,1981,Martin Scorsese,7.5,149,Germany
365,Goodfellas (365),Drama,2021,Makoto Shinkai,7.3,97,Germany
366,Your Name (366),Action,1985,Christopher Nolan,8.9,154,UK
367,Avengers: Endgame (367),Action,2002,David Fincher,7.0,160,UK
368,Oppenheimer (368),Crime,2007,Martin Scorsese,9.0,147,South Korea
369,Django Unchained (369),Sci-Fi,2012,Guillermo del Toro,8.7,169,Germany
370,Spirited Away (370),Crime,1991,Quentin Tarantino,9.0,199,Germany
